-7.184542237	109.8458112	2033	2016	1	22	5	29	23
-7.180306846	109.8411312	1942	2016	1	22	5	57	37
-7.202389104	109.9058711	2070	2016	1	22	8	15	33
-7.202389104	109.9058711	2070	2016	1	22	23	26	19
-7.183543801	109.8195255	1904	2016	1	23	1	42	27
-7.176524243	109.8189822	2013	2016	1	23	2	11	38
-7.175409589	109.8287015	1949	2016	1	23	2	44	5
-7.17293801	109.824162	2002	2016	1	23	3	26	56
-7.169135976	109.8192548	1922	2016	1	23	3	56	50
-7.168243051	109.8272709	1977	2016	1	23	6	25	36
-7.162013441	109.8208759	1829	2016	1	23	7	8	32
-7.202389104	109.9058711	2070	2016	1	23	8	47	12
-7.202389104	109.9058711	2070	2016	1	23	22	38	21
-7.175842381	109.8352927	1872	2016	1	24	2	50	26
-7.172535938	109.8331821	1850	2016	1	24	3	15	2
-7.172636454	109.840734	1914	2016	1	24	3	49	36
-7.176374164	109.8453157	2026	2016	1	24	4	27	36
-7.169323847	109.8361786	1798	2016	1	24	5	35	31
-7.161738798	109.8373387	1758	2016	1	24	6	6	24
-7.161121664	109.8293628	1753	2016	1	24	7	30	45
-7.153696515	109.8293726	1624	2016	1	24	7	50	7
-7.202389104	109.9058711	2070	2016	1	24	8	52	20
-7.202389104	109.9058711	2070	2016	1	24	22	43	28
-7.193134748	109.886251	1911	2016	1	25	1	22	4
-7.186289499	109.879331	2041	2016	1	25	1	57	30
-7.183421036	109.893637	1905	2016	1	25	3	13	51
-7.17854718	109.8865672	1899	2016	1	25	4	9	27
-7.179633679	109.8722386	1907	2016	1	25	7	31	53
-7.202389104	109.9058711	2070	2016	1	25	8	52	24
-7.202389104	109.9058711	2070	2016	1	25	23	14	2
-7.16744812	109.8455102	2071	2016	1	26	2	17	48
-7.161832241	109.8457145	1932	2016	1	26	2	53	17
-7.154982803	109.8445002	1944	2016	1	26	3	37	1
-7.153456273	109.8380751	1766	2016	1	26	5	27	6
-7.202389104	109.9058711	2070	2016	1	26	7	29	20
-7.202389104	109.9058711	2070	2016	1	26	23	20	45
-7.171827353	109.853486	2063	2016	1	27	1	59	9
-7.175086807	109.8585489	1921	2016	1	27	2	50	34
-7.181446954	109.8630427	2113	2016	1	27	4	7	42
-7.170251407	109.8634961	2150	2016	1	27	5	16	2
-7.202389104	109.9058711	2070	2016	1	27	7	20	23
-7.202389104	109.9058711	2070	2016	1	27	23	2	54
-7.177033697	109.896523	1850	2016	1	28	1	20	52
-7.16910775	109.8952019	1769	2016	1	28	1	46	14
-7.163253646	109.8941746	1649	2016	1	28	2	4	24
-7.194540546	109.8953488	2174	2016	1	28	3	46	13
-7.202389104	109.9058711	2070	2016	1	28	4	49	0
-7.202389104	109.9058711	2070	2016	1	29	23	13	1
-7.173184837	109.8684241	1996	2016	1	30	2	8	9
-7.16943083	109.8718291	1917	2016	1	30	2	34	31
-7.202389104	109.9058711	2070	2016	1	30	6	17	45
-7.202389104	109.9058711	2070	2016	1	30	23	8	25
-7.176306069	109.8115393	1923	2016	1	31	1	29	24
-7.184174528	109.8116094	1832	2016	1	31	2	41	38
-7.178094912	109.8038557	1752	2016	1	31	4	35	41
-7.202389104	109.9058711	2070	2016	1	31	7	17	0
-7.202389104	109.9058711	2070	2016	1	31	23	2	15
-7.161945948	109.8659797	1750	2016	2	1	5	4	11
-7.202389104	109.9058711	2070	2016	2	1	9	8	0
-7.202389104	109.9058711	2070	2016	2	1	23	2	3
-7.162777166	109.8729955	1745	2016	2	2	2	45	50
-7.15458222	109.8726262	1608	2016	2	2	5	19	6
-7.202389104	109.9058711	2070	2016	2	2	10	29	0
-7.202389104	109.9058711	2070	2016	2	2	23	17	9
-7.153302002	109.8559319	1672	2016	2	3	4	20	35
-7.161417745	109.8571975	1914	2016	2	3	7	34	55
-7.202389104	109.9058711	2070	2016	2	3	10	18	48
-7.202389104	109.9058711	2070	2016	2	5	23	12	40
-7.170312209	109.8809005	1932	2016	2	6	3	50	46
-7.169315113	109.8874318	1670	2016	2	6	5	40	7
-7.202389104	109.9058711	2070	2016	2	6	9	54	32
-7.202389104	109.9058711	2070	2016	2	6	23	13	11
-7.16217725	109.890365	1397	2016	2	7	4	16	21
-7.202389104	109.9058711	2070	2016	2	7	9	35	4
-7.202389104	109.9058711	2070	2016	2	7	23	12	34
-7.158127748	109.8327932	1637	2016	2	8	2	19	3
-7.165399203	109.8328019	1783	2016	2	8	3	20	57
-7.159588349	109.8417359	1796	2016	2	8	4	23	8
-7.165455696	109.8408337	1830	2016	2	8	5	26	16
-7.164860947	109.8238749	1837	2016	2	8	7	50	43
-7.202389104	109.9058711	2070	2016	2	8	10	2	18
-7.202389104	109.9058711	2070	2016	2	8	23	3	8
-7.153913443	109.8802432	1432	2016	2	9	6	54	59
-7.153857244	109.8869079	1307	2016	2	9	8	9	44
-7.202389104	109.9058711	2070	2016	2	9	13	50	58
-7.202389104	109.9058711	2070	2016	2	9	23	15	2
-7.157221208	109.8248452	1779	2016	2	10	3	15	58
-7.179714222	109.8250321	2159	2016	2	10	6	16	27
-7.202389104	109.9058711	2070	2016	2	10	7	59	4
-7.202389104	109.9058711	2070	2016	2	10	23	38	2
-7.14549823	109.8748488	1389	2016	2	11	8	43	40
-7.145427865	109.8831071	1397	2016	2	11	9	58	58
-7.202389104	109.9058711	2070	2016	2	11	14	22	59
-7.202389104	109.9058711	2070	2016	2	11	23	12	22
-7.165486639	109.8495538	1868	2016	2	12	7	14	5
-7.202389104	109.9058711	2070	2016	2	12	12	51	17
-7.202389104	109.9058711	2070	2016	2	12	22	58	20
-7.168404171	109.8125287	1939	2016	2	13	3	32	25
-7.172635033	109.8153611	2031	2016	2	13	6	12	1
-7.202389104	109.9058711	2070	2016	2	13	8	33	14
-7.202389104	109.9058711	2070	2016	2	13	23	3	44
-7.170894	109.8031229	1890	2016	2	14	3	49	28
-7.202389104	109.9058711	2070	2016	2	14	8	17	35
