-7.202389104	109.9058711	2070	2016	1	19	23	11	24
-7.205753256	109.8795911	1953	2016	1	20	1	15	29
-7.212000915	109.8788241	1936	2016	1	20	1	44	21
-7.209049351	109.8592701	1651	2016	1	20	3	39	0
-7.212205606	109.8628394	1760	2016	1	20	4	16	28
-7.199030327	109.8931917	2074	2016	1	20	7	22	32
-7.202389104	109.9058711	2070	2016	1	20	8	35	53
-7.202389104	109.9058711	2070	2016	1	20	22	33	10
-7.205079201	109.862993	1788	2016	1	21	1	35	43
-7.20194201	109.8670941	1923	2016	1	21	2	19	23
-7.203261004	109.8592302	1700	2016	1	21	5	19	41
-7.202389104	109.9058711	2070	2016	1	21	13	50	45
-7.202389104	109.9058711	2070	2016	1	21	23	4	18
-7.192340823	109.8540414	1843	2016	1	22	1	8	53
-7.19907038	109.8543324	1772	2016	1	22	1	38	12
-7.195887358	109.8509263	1786	2016	1	22	1	52	55
-7.195870432	109.8586238	1784	2016	1	22	2	15	34
-7.199111584	109.8636055	1763	2016	1	22	2	31	7
-7.1982912	109.8719843	1861	2016	1	22	2	48	44
-7.199420071	109.8786739	1887	2016	1	22	3	18	2
-7.192341031	109.8797237	1866	2016	1	22	3	51	41
-7.184634503	109.8867969	1905	2016	1	22	4	28	25
-7.199068802	109.8866803	1943	2016	1	22	6	56	8
-7.202389104	109.9058711	2070	2016	1	22	8	4	55
-7.202389104	109.9058711	2070	2016	1	22	23	9	51
-7.213191904	109.8703264	1982	2016	1	23	2	58	57
-7.202025519	109.8498151	1722	2016	1	23	4	8	11
-7.198722131	109.8453136	1738	2016	1	23	4	43	44
-7.205098108	109.8452703	1671	2016	1	23	6	58	53
-7.191929212	109.8449957	1963	2016	1	23	8	14	3
-7.202389104	109.9058711	2070	2016	1	23	9	11	55
-7.202389104	109.9058711	2070	2016	1	23	22	49	40
-7.184453732	109.8720366	1989	2016	1	24	1	27	33
-7.180825934	109.8679252	2048	2016	1	24	2	11	42
-7.180777205	109.8592048	2096	2016	1	24	3	10	9
-7.176605449	109.854606	1976	2016	1	24	3	42	11
-7.172652212	109.8506043	2071	2016	1	24	4	26	55
-7.177087271	109.8628815	2000	2016	1	24	6	22	28
-7.202389104	109.9058711	2070	2016	1	24	8	29	39
-7.202389104	109.9058711	2070	2016	1	24	22	56	28
-7.18893504	109.8592117	2094	2016	1	25	1	48	30
-7.192545367	109.8635404	1871	2016	1	25	2	31	10
-7.189166643	109.8687287	2037	2016	1	25	4	29	30
-7.192710173	109.8716721	1890	2016	1	25	5	21	12
-7.18463514	109.8540063	1979	2016	1	25	7	16	13
-7.202389104	109.9058711	2070	2016	1	25	8	14	58
-7.202389104	109.9058711	2070	2016	1	26	1	0	21
-7.178287722	109.8802924	1641	2016	1	26	5	14	0
-7.202389104	109.9058711	2070	2016	1	26	7	45	30
-7.202389104	109.9058711	2070	2016	1	26	23	16	29
-7.180663783	109.8320929	1987	2016	1	27	1	45	53
-7.18842882	109.8412827	2096	2016	1	27	4	12	23
-7.188035244	109.8323095	2053	2016	1	27	4	53	21
-7.183986198	109.8369291	2049	2016	1	27	5	29	4
-7.202389104	109.9058711	2070	2016	1	27	9	20	47
-7.202389104	109.9058711	2070	2016	1	27	22	55	9
-7.195784658	109.8317826	1932	2016	1	28	2	28	42
-7.193666602	109.827559	2028	2016	1	28	4	15	43
-7.198684388	109.8269122	1769	2016	1	28	5	43	30
-7.202389104	109.9058711	2070	2016	1	28	7	44	42
-7.202389104	109.9058711	2070	2016	1	29	23	4	12
-7.189368242	109.8230784	2003	2016	1	30	4	24	44
-7.192731249	109.8190309	1866	2016	1	30	7	10	49
-7.202389104	109.9058711	2070	2016	1	30	8	45	59
-7.202389104	109.9058711	2070	2016	1	30	22	58	45
-7.192134971	109.8369537	1955	2016	1	31	2	9	22
-7.195682491	109.8236689	1765	2016	1	31	3	42	47
-7.184607075	109.8285783	2133	2016	1	31	6	2	3
-7.202389104	109.9058711	2070	2016	1	31	7	29	11
-7.202389104	109.9058711	2070	2016	1	18	23	48	0
-7.205734309	109.8866459	2013	2016	1	19	1	6	17
-7.21201962	109.8939209	2055	2016	1	19	1	25	51
-7.212370385	109.8856697	1981	2016	1	19	1	47	44
-7.220764823	109.8862469	1931	2016	1	19	2	24	24
-7.220546111	109.8781872	1829	2016	1	19	2	53	38
-7.220718217	109.8709598	1777	2016	1	19	3	21	29
-7.209175423	109.841076	1630	2016	1	19	3	48	50
-7.211798456	109.8447462	1607	2016	1	19	4	23	24
-7.202124128	109.8316215	1673	2016	1	19	5	50	16
-7.201730656	109.8404882	1701	2016	1	19	6	25	10
-7.198472776	109.8361316	1727	2016	1	19	6	49	48
-7.196666141	109.8405554	1799	2016	1	19	7	20	39
-7.202389104	109.9058711	2070	2016	1	19	8	6	8
-7.202389104	109.9058711	2070	2016	1	19	23	19	42
-7.21956641	109.8623863	1657	2016	1	20	1	12	54
-7.219443811	109.8531491	1608	2016	1	20	1	32	31
-7.220026757	109.844028	1571	2016	1	20	1	50	16
-7.211404966	109.8358088	1606	2016	1	20	2	2	52
-7.212380857	109.853348	1621	2016	1	20	2	19	58
-7.220154132	109.8266034	1529	2016	1	20	2	47	22
-7.211148661	109.8275322	1607	2016	1	20	3	16	49
-7.204272149	109.8263454	1651	2016	1	20	3	29	59
-7.219515702	109.8175216	1544	2016	1	20	3	54	30
-7.210717539	109.8181603	1584	2016	1	20	5	9	2
-7.204342001	109.8183489	1609	2016	1	20	7	11	28
-7.205370369	109.8103498	1618	2016	1	20	7	34	28
-7.202389104	109.9058711	2070	2016	1	20	9	21	31
-7.202389104	109.9058711	2070	2016	1	20	22	27	39
-7.205284111	109.8365851	1653	2016	1	21	1	2	4
-7.20838909	109.8306183	1613	2016	1	21	1	15	17
-7.21038195	109.8108167	1578	2016	1	21	1	42	27
-7.1988692	109.8109101	1643	2016	1	21	2	33	20
-7.206543127	109.802287	1555	2016	1	21	3	11	33
-7.199552172	109.8022963	1558	2016	1	21	3	29	27
-7.197930682	109.8186915	1747	2016	1	21	3	46	19
-7.192084961	109.8104297	1771	2016	1	21	4	6	39
-7.19315797	109.8022497	1615	2016	1	21	4	40	12
-7.187334525	109.8025819	1701	2016	1	21	7	7	39
-7.21990471	109.8351531	1573	2016	1	21	8	8	36
-7.209053748	109.8501958	1612	2016	1	21	8	27	32
-7.205020876	109.8541182	1691	2016	1	21	8	45	10
-7.202389104	109.9058711	2070	2016	1	21	9	11	22
-7.202389104	109.9058711	2070	2016	1	21	22	57	41
-7.205234918	109.8710887	2108	2016	1	22	1	33	32
-7.205780182	109.8943707	2049	2016	1	22	2	26	44
-7.18915733	109.8504452	1941	2016	1	22	3	43	19
-7.181507756	109.8511436	2069	2016	1	22	4	44	52
